gender,age,ed,retire,income,creddebt,othdebt,default,marital,homeown
0,21,16,0,28,0.2961,1.8039,1,0,1
1,33,16,0,26,0.27144,1.99056,0,1,1
0,62,22,0,224,29.47392,4.79808,1,0,0
0,32,13,0,24,0.93024,3.96576,0,1,1
1,42,17,0,31,0.87978,1.16622,0,1,1
0,26,12,0,17,0.217872,1.006128,0,1,0
0,78,17,0,100,1.7286,2.5714,0,0,1
0,49,17,0,76,4.635696,5.852304,1,1,0
1,24,15,0,28,1.753752,2.250248,1,0,0
0,26,18,0,46,0.14076,2.61924,0,1,1
0,47,9,0,72,5.362776,9.829224,1,0,0
0,26,14,0,32,0.502656,1.129344,1,0,1
1,19,14,0,32,2.19744,1.29056,0,1,0
0,55,17,0,146,16.419598,14.386402,1,0,0
0,68,15,0,59,6.134348,4.898652,0,1,1
0,65,18,1,42,0.7455,5.2185,0,0,1
0,18,13,0,17,0.169592,0.561408,0,1,1
0,53,16,0,73,1.993849,8.445151,0,0,0
0,34,18,0,60,1.7226,1.5774,0,0,1
1,74,16,0,45,0.94095,0.40905,0,1,1
1,18,13,0,18,0.91188,0.61812,1,0,1
1,69,17,0,128,13.606528,8.025472,1,1,1
1,43,12,0,38,1.01707,2.82093,0,0,1
0,74,15,1,12,0.086592,0.105408,0,1,0
0,54,12,0,76,1.523116,2.200884,0,1,0
1,24,9,0,31,0.698213,6.214787,1,1,0
1,34,16,0,29,3.132464,1.420536,1,1,1
0,61,9,1,11,0.607332,0.811668,0,0,1
0,53,11,0,52,1.667016,5.456984,0,1,1
1,69,14,1,83,5.833323,8.359677,0,0,1
1,32,9,0,25,0.61155,0.73845,0,1,0
1,63,20,0,87,1.551732,6.365268,1,0,0
1,55,13,0,50,0.9072,4.4928,0,0,1
0,79,10,1,13,0.50193,2.07207,0,0,0
1,33,10,0,36,1.7901,0.5499,0,1,1
1,30,11,0,37,2.37762,5.39238,1,1,1
0,42,18,0,54,1.43208,2.77992,1,1,1
0,60,7,0,28,0.196588,0.279412,0,1,0
1,24,16,0,14,0.638778,0.299222,1,0,0
1,27,17,0,53,0.965448,2.691552,0,1,1
0,73,21,0,126,0.97902,2.80098,0,1,0
1,66,12,0,21,0.4095,3.6855,0,1,1
1,51,17,0,89,9.430707,12.552293,1,0,0
1,26,20,0,64,0.391872,2.104128,1,0,0
1,24,12,0,23,1.03983,0.47817,0,1,0
1,24,12,0,16,0.28272,1.54128,1,1,1
1,20,15,0,15,0.15114,0.50886,1,1,0
1,44,13,0,43,1.082998,1.024002,1,0,1
1,30,15,0,29,2.05349,8.53151,1,0,1
0,49,14,0,80,1.35744,2.00256,0,0,1
0,34,8,0,21,1.454376,0.393624,1,0,0
0,45,12,0,26,0.1768,0.4732,0,1,1
0,58,21,0,437,48.704524,16.408476,1,1,1
1,58,12,0,90,0.10755,0.34245,0,1,1
1,23,18,0,23,0.86986,0.53314,0,1,1
0,24,17,0,18,0.37422,1.60578,0,1,1
0,43,16,0,81,1.775682,6.081318,1,0,0
0,42,19,0,45,0.16146,1.59354,0,1,1
0,61,15,0,75,1.4427,1.7073,1,0,1
0,63,14,0,153,3.82806,9.94194,0,1,1
0,41,15,0,68,1.975468,7.476532,0,0,1
1,34,14,0,48,0.586656,0.277344,0,1,1
0,33,17,0,52,1.11072,5.12928,0,0,1
1,29,19,0,16,0.054496,0.361504,0,0,0
0,40,20,0,65,0.37323,0.79677,0,1,1
1,38,15,0,42,0.819168,1.112832,0,0,1
0,33,9,0,25,0.618,1.957,1,0,0
0,24,13,0,16,0.10792,1.02808,1,0,0
1,71,15,1,24,0.707232,2.628768,0,0,0
1,58,19,0,121,1.6698,12.8502,0,0,0
0,28,19,0,86,1.22679,2.64321,0,0,1
1,35,20,0,103,3.467598,6.111402,1,1,1
1,41,16,0,46,0.557612,2.110388,0,0,1
1,36,17,0,30,0.64515,2.80485,1,0,1
0,25,12,0,19,1.054044,1.491956,1,0,1
0,34,19,0,41,0.232224,3.703776,0,1,1
0,24,18,0,14,0.652288,0.803712,1,0,0
0,29,17,0,30,1.1421,2.9079,1,0,1
1,30,16,0,32,1.39264,2.95936,1,1,0
0,39,18,0,69,0.584637,1.968363,0,1,1
1,73,13,0,46,5.564068,3.497932,0,1,0
1,25,18,0,36,4.130604,2.313396,1,1,1
0,46,9,0,26,0.975936,2.612064,1,0,1
1,24,17,0,29,1.39258,2.66742,1,0,1
0,31,18,0,22,0.87912,1.76088,0,0,1
0,60,19,0,115,3.82536,21.01464,0,1,1
0,26,8,0,19,0.343786,1.233214,1,0,0
0,63,11,0,88,0.44968,2.63032,0,0,1
0,58,8,0,84,2.32596,8.59404,0,0,1
1,78,14,1,26,0.128128,1.015872,0,0,0
0,21,13,0,22,2.504568,4.491432,0,0,1
0,57,13,0,51,3.034245,5.278755,0,0,1
0,48,14,0,59,1.038695,1.026305,1,0,0
0,28,18,0,56,1.312192,11.679808,0,0,0
1,29,13,0,42,2.048466,4.293534,0,1,1
0,32,15,0,40,1.152,10.848,1,1,1
1,55,16,0,49,0.94423,3.07377,0,0,1
0,50,9,0,84,8.418816,11.069184,1,0,0
0,57,20,0,66,0.6732,0.9108,0,0,1
1,77,17,0,40,0.64736,4.11264,0,0,0
0,22,16,0,20,0.09594,0.68406,1,0,1
1,35,13,0,34,0.315588,0.568412,0,0,1
0,67,11,0,52,2.2568,12.3032,0,0,0
1,25,17,0,24,1.701264,1.514736,1,1,1
1,50,14,0,133,7.03171,4.27329,0,1,1
1,72,9,1,9,0.09072,0.77328,0,1,1
0,40,20,0,46,1.26868,1.95132,1,0,1
1,28,19,0,61,1.46095,1.58905,1,1,1
1,32,21,0,55,1.170675,1.304325,0,0,1
1,64,19,1,9,0.218124,1.095876,0,0,1
0,58,16,0,89,0.747689,2.011311,0,0,1
0,48,11,0,80,0.47616,4.64384,0,1,1
0,46,11,0,31,0.32984,1.40616,0,0,1
0,28,10,0,34,2.257056,2.638944,0,1,0
1,49,11,0,51,0.842112,5.685888,0,0,1
0,48,14,0,88,2.394392,11.773608,0,0,1
1,43,11,0,64,3.142656,13.753344,1,0,0
1,66,15,1,17,0.118252,0.510748,0,0,0
1,71,14,1,39,1.544634,1.146366,0,0,1
1,20,15,0,16,0.155312,0.116688,1,1,1
0,56,10,0,141,2.272356,4.918644,0,1,0
1,42,16,0,42,0.376656,2.815344,0,0,1
1,19,14,0,27,0.399168,1.112832,1,1,1
1,39,16,0,83,0.932256,0.063744,1,1,0
0,51,19,0,66,0.48906,2.01894,0,1,1
1,31,17,0,152,10.55564,22.12436,1,0,1
1,21,16,0,21,0.20349,1.93851,0,0,0
1,72,15,0,52,0.803712,1.692288,0,1,0
0,18,13,0,29,2.21299,1.55701,1,1,1
0,68,13,0,88,1.593152,4.830848,0,0,0
0,22,14,0,19,0.333868,1.414132,1,1,1
1,63,9,1,44,6.400416,3.631584,1,1,0
0,22,17,0,35,3.496465,6.408535,1,0,0
0,49,15,0,26,0.27378,0.89622,0,0,1
0,75,16,1,133,7.908978,6.189022,0,0,1
0,28,13,0,29,2.065496,1.298504,1,0,0
0,78,16,0,16,0.271744,0.432256,0,1,0
1,27,17,0,22,0.159192,0.632808,0,1,0
0,72,15,1,24,1.323504,1.100496,0,0,0
0,31,10,0,17,0.627385,1.429615,0,0,1
0,23,12,0,24,0.75096,0.92904,0,0,0
0,32,20,0,48,0.321264,0.782736,0,0,1
1,42,13,0,38,2.039232,1.228768,0,1,1
1,75,8,1,52,1.541176,1.474824,0,0,0
1,48,13,0,45,0.311535,0.723465,0,1,1
0,24,11,0,15,0.29394,1.77606,1,0,1
0,19,12,0,24,1.65816,1.72584,1,0,1
0,54,15,0,38,1.17648,2.24352,1,1,1
0,27,8,0,24,0.499776,1.324224,1,1,0
1,28,12,0,19,0.449616,0.196384,1,0,0
0,18,11,0,15,0.090945,0.554055,0,0,1
1,73,19,0,259,24.022768,11.201232,1,0,1
0,48,15,0,81,1.135296,4.048704,0,0,1
0,68,7,0,64,0.445056,1.986944,0,1,1
0,23,14,0,61,6.56604,7.70796,1,1,1
1,27,18,0,30,0.27405,0.77595,0,1,1
0,19,14,0,36,1.126548,1.069452,1,0,1
0,34,20,0,125,5.3025,12.1975,1,0,1
0,21,8,0,18,0.776448,1.527552,1,1,1
1,18,13,0,17,0.243695,0.555305,1,1,0
0,21,10,0,32,1.777664,1.806336,0,0,1
0,20,10,0,20,1.03334,1.38666,1,1,0
1,75,9,1,10,0.472,0.328,0,1,0
1,23,10,0,33,0.424116,0.697884,1,1,0
1,69,16,1,13,0.19812,0.32188,0,0,0
0,26,12,0,18,0.89262,0.81738,1,0,1
1,18,13,0,15,0.47571,1.03929,1,0,0
1,36,16,0,33,1.315578,0.730422,0,1,1
1,35,11,0,65,4.56144,6.61856,0,0,1
0,26,14,0,35,6.552315,5.382685,1,1,1
1,39,12,0,46,1.557836,2.214164,0,1,0
1,43,21,0,69,5.099859,9.597141,0,1,1
1,19,14,0,13,0.256932,1.147068,1,0,1
0,66,13,1,18,0.236052,2.751948,0,1,0
1,46,15,0,88,0.6622,2.4178,0,1,1
0,32,12,0,15,1.08675,1.16325,1,1,1
1,29,11,0,35,3.2781,4.0719,1,0,1
1,73,15,1,52,0.391248,2.572752,0,0,1
0,22,9,0,14,0.65835,0.72765,0,0,1
1,30,15,0,46,0.892308,6.421692,1,0,0
0,75,15,0,106,11.011916,15.912084,0,1,1
0,41,14,0,17,0.480029,2.086971,0,1,0
1,69,11,0,67,3.316768,11.490232,0,0,0
1,79,13,1,9,0.469395,0.385605,0,1,0
0,78,16,1,20,0.18012,0.95988,0,0,0
1,69,16,1,16,0.02224,0.05776,0,0,1
1,68,13,1,50,0.14245,1.70755,0,0,0
0,77,19,1,32,0.2784,0.5216,0,0,1
1,31,12,0,22,0.080256,0.337744,1,1,1
1,39,19,0,68,2.44766,5.37234,0,0,1
0,31,12,0,27,0.726327,0.974673,0,1,1
1,69,15,0,30,0.32544,3.06456,0,1,0
1,28,21,0,77,0.145299,8.401701,1,1,1
1,37,12,0,40,1.24416,0.91584,1,0,1
0,23,18,0,15,0.205275,1.519725,1,0,0
1,57,15,0,62,0.21576,5.17824,0,0,1
1,31,15,0,31,0.6944,1.0416,0,0,1
0,27,8,0,24,0.405504,3.818496,1,0,0
0,18,13,0,14,0.178416,0.829584,1,0,1
0,77,12,1,23,0.19136,1.28064,0,0,0
0,46,15,0,52,0.912288,1.739712,0,0,0
1,57,15,0,82,1.12176,26.92224,1,0,1
0,38,14,0,59,3.853349,12.135651,0,1,1
0,21,14,0,22,0.001364,0.020636,0,0,0
1,53,17,0,77,7.894579,4.656421,0,0,1
1,20,15,0,25,5.1223,1.9527,1,1,1
1,21,13,0,16,0.985792,1.350208,1,1,0
0,38,15,0,65,5.51655,2.47845,1,0,0
0,25,17,0,66,1.260138,2.765862,1,1,1
1,21,16,0,20,0.4845,1.4155,1,0,1
0,75,10,1,9,0.112644,0.265356,0,0,0
0,45,18,0,92,3.060288,2.091712,1,0,0
1,57,18,0,40,1.2696,1.4904,0,0,0
1,38,17,0,76,4.965156,8.942844,1,0,0
1,63,14,0,31,0.230175,0.544825,0,0,1
0,65,18,0,57,0.007125,0.049875,0,1,1
0,78,19,1,10,0.15104,1.12896,0,0,0
1,62,17,0,160,19.35216,23.36784,1,0,1
0,38,13,0,32,1.38272,3.38528,1,0,1
0,36,15,0,46,1.199496,4.458504,0,0,0
1,40,14,0,70,2.23125,3.71875,0,1,1
1,34,14,0,30,0.75816,3.92184,0,1,0
0,59,13,0,31,0.34038,2.44962,0,1,1
0,77,19,1,79,1.044696,1.246304,0,1,1
0,54,19,0,126,7.498008,6.109992,0,1,1
1,18,13,0,21,0.10353,0.10647,0,0,1
1,58,18,0,140,13.09098,16.72902,1,0,1
1,29,15,0,21,0.838635,2.584365,0,1,1
1,27,18,0,20,0.7958,0.1242,0,1,1
0,59,15,0,89,2.441715,2.809285,0,1,1
0,21,12,0,25,0.720875,1.104125,1,0,1
1,63,20,0,37,1.554185,4.180815,0,1,1
0,53,21,0,284,15.456984,11.239016,1,0,1
0,22,17,0,17,0.984555,1.446445,1,0,1
1,74,9,1,27,0.658368,0.205632,0,1,1
0,45,12,0,50,0.1219,1.0281,0,1,0
0,51,15,0,151,4.03623,4.11777,0,0,1
0,23,10,0,39,0.270504,2.381496,0,1,0
1,70,18,0,345,4.003035,10.141965,0,0,0
0,72,14,0,137,16.755648,8.178352,1,0,0
1,25,18,0,37,0.245532,0.198468,1,0,1
1,35,15,0,53,3.252027,2.736973,1,0,0
0,38,14,0,74,0.97236,1.24764,0,0,1
0,50,8,0,98,0.484218,7.453782,0,1,0
1,18,13,0,16,0.257632,1.294368,1,1,1
0,32,12,0,26,0.376194,1.001806,0,1,1
0,24,14,0,35,4.005995,2.889005,1,0,0
1,39,20,0,43,0.775462,4.685538,0,1,0
1,43,13,0,32,1.343232,5.440768,1,0,1
0,75,13,1,9,0.35397,1.50903,0,0,0
1,78,17,1,14,0.26691,1.03509,0,0,0
1,18,13,0,16,0.464896,0.559104,0,1,1
1,64,12,0,70,0.69412,1.89588,0,0,0
0,18,12,0,14,0.231504,1.224496,1,0,0
1,58,13,0,37,1.14478,2.22222,0,0,0
0,63,13,0,215,8.13732,27.55268,1,1,0
1,39,17,0,48,0.38304,4.65696,0,1,1
1,35,18,0,160,1.89552,3.38448,0,0,1
0,18,13,0,17,0.393278,1.068722,0,0,1
0,20,15,0,25,0.882,2.268,1,0,0
0,26,16,0,34,3.241832,4.986168,1,0,1
1,23,15,0,29,0.760032,1.327968,0,1,1
0,61,7,1,15,0.87024,0.80976,0,1,1
1,38,18,0,33,0.906048,1.667952,1,0,1
0,54,14,0,51,1.451511,1.251489,0,0,0
0,50,15,0,118,9.29604,9.11196,1,1,0
0,78,17,1,15,0.25974,0.52026,0,1,1
0,23,15,0,17,0.80444,0.74256,1,0,1
1,59,11,1,32,0.209152,2.542848,0,1,1
1,37,13,0,76,2.10672,6.25328,0,0,0
1,48,18,0,46,1.480878,1.417122,0,1,1
0,59,12,0,169,1.53452,1.84548,0,1,1
0,68,13,1,10,0.738,0.902,1,0,0
0,53,19,0,41,1.291992,2.849008,0,1,0
0,68,17,1,19,1.384416,1.237584,0,1,1
1,55,17,0,87,6.279486,6.857514,1,0,1
0,34,16,0,21,0.81396,3.97404,1,0,1
1,20,15,0,18,1.04247,1.53153,1,1,1
1,78,14,1,68,1.034892,2.841108,0,1,0
1,74,18,0,79,0.919481,8.007519,0,1,0
1,24,8,0,17,0.301903,0.701097,0,1,1
1,46,10,0,54,0.754272,3.133728,0,0,1
1,77,15,1,10,0.15904,1.26096,0,1,1
0,27,18,0,21,0.434322,0.699678,1,0,1
1,29,18,0,24,0.8148,0.8652,1,1,1
0,54,14,0,75,0.6588,8.4912,0,0,1
0,66,8,1,9,0.114669,0.164331,0,0,0
0,52,10,0,32,1.875456,1.292544,0,0,1
1,27,12,0,33,2.606208,1.617792,1,0,0
0,67,11,0,57,1.96878,4.30122,0,1,1
1,27,15,0,38,1.251264,1.940736,0,0,1
1,34,19,0,40,0.39296,0.88704,0,0,1
1,38,8,0,31,0.631904,0.980096,0,1,1
0,79,12,1,22,1.534896,1.831104,0,0,1
0,27,17,0,135,6.60555,7.56945,1,0,1
1,39,15,0,35,0.80976,0.87024,0,1,1
1,52,7,0,29,0.056347,1.886653,0,1,1
1,23,12,0,22,0.337392,1.224608,1,0,1
0,67,12,0,38,0.942628,2.059372,0,0,0
1,46,15,0,59,0.735553,7.347447,0,0,1
0,79,9,1,12,0.288,0.864,0,1,1
0,62,16,0,59,1.930775,5.090225,0,1,0
1,49,13,0,37,3.166423,5.232577,1,1,1
0,50,10,0,51,0.622098,2.284902,0,1,1
0,22,16,0,20,0.22268,0.53732,1,0,0
0,44,11,0,24,0.189024,0.338976,1,1,1
0,52,20,0,261,7.889508,9.336492,1,0,1
1,59,18,0,18,0.378972,0.665028,0,0,0
1,49,19,0,104,5.6056,4.5864,0,0,1
0,49,13,0,31,0.662718,0.639282,0,0,1
0,45,19,0,31,1.221462,1.847538,0,0,1
1,30,16,0,25,0.756,1.869,0,0,0
1,53,15,0,48,0.413952,1.698048,0,0,1
0,66,10,0,64,3.18848,3.59552,0,1,0
0,37,14,0,88,10.185648,6.622352,1,0,1
0,42,6,0,45,4.21794,5.63706,0,1,1
0,69,12,1,87,7.40718,6.94782,0,1,0
1,21,16,0,23,0.667736,8.118264,1,1,0
0,24,18,0,22,0.962676,2.183324,0,1,1
1,71,12,1,11,0.055594,0.153406,0,0,1
0,18,13,0,19,0.086184,1.110816,1,0,0
0,55,17,0,69,1.451277,2.481723,0,1,1
1,79,19,1,10,0.23579,0.49421,0,0,0
1,39,11,0,32,0.779712,1.204288,0,0,1
0,63,12,0,47,0.382157,1.826843,0,1,1
0,74,10,0,151,4.832,7.248,0,1,1
0,73,16,0,51,4.979691,3.741309,1,1,0
0,61,17,1,10,0.09384,1.74616,0,1,1
0,22,15,0,38,1.80747,2.18253,0,1,1
1,29,17,0,25,1.58625,1.93875,0,0,0
0,37,17,0,39,0.242658,1.746342,0,0,1
0,34,13,0,29,1.860872,1.155128,1,1,0
1,22,17,0,38,1.863672,2.772328,1,0,0
1,22,17,0,30,0.456,2.394,0,1,1
1,65,11,0,65,2.71986,5.86014,0,0,1
0,51,16,0,68,1.634584,5.233416,1,1,0
0,25,16,0,20,1.52084,2.41916,1,0,1
1,57,14,0,48,0.47808,3.50592,0,1,1
0,47,17,0,81,0.6561,0.9639,0,0,1
0,42,17,0,29,1.591317,1.801683,1,1,1
1,52,11,0,48,4.233888,1.622112,1,0,1
1,73,16,0,43,0.177504,1.198496,0,0,0
1,19,14,0,24,2.574768,2.081232,1,1,1
0,72,17,1,18,0.027648,0.080352,0,1,0
1,54,18,0,57,0.276336,5.480664,0,1,1
1,28,19,0,30,1.8876,5.9124,1,0,0
0,23,18,0,30,1.91673,0.87327,1,0,1
1,35,21,0,74,1.97802,2.90598,1,0,0
0,45,20,0,85,4.989925,11.925075,0,0,1
0,32,20,0,59,1.64787,2.48213,1,0,1
1,76,16,1,11,0.3091,0.7909,0,0,1
1,53,21,0,154,4.747512,8.188488,0,0,1
0,60,10,0,91,1.4014,3.1486,0,1,1
1,65,10,0,221,4.38464,4.45536,0,0,1
0,25,18,0,16,0.442176,0.341824,0,1,1
0,58,22,0,35,1.01024,0.52976,0,1,0
1,45,14,0,161,2.77242,6.88758,0,1,1
1,56,17,0,93,0.722238,1.323762,0,1,1
0,20,11,0,16,0.73152,1.18848,1,0,0
1,74,10,0,27,0.07857,0.05643,0,0,0
1,78,10,0,81,1.374165,3.890835,0,0,1
1,24,10,0,30,0.45513,0.71487,0,0,0
0,64,21,0,63,7.569828,6.794172,1,1,0
1,26,15,0,24,0.91692,2.32308,1,1,1
0,67,13,1,16,1.806272,3.601728,0,1,1
0,23,11,0,42,1.3566,2.6334,1,1,0
1,39,14,0,83,2.701152,3.274848,1,0,0
0,21,16,0,17,0.742662,0.175338,0,1,1
1,24,19,0,31,1.271248,1.456752,0,1,0
0,29,20,0,30,0.28665,0.76335,0,0,1
1,50,14,0,113,0.41584,25.57416,0,1,0
1,55,13,0,117,16.84683,11.46717,1,0,1
1,23,16,0,14,0.646884,1.495116,1,0,1
1,31,15,0,30,2.30442,3.66558,1,0,0
0,50,11,0,32,1.740928,6.835072,1,0,1
1,75,19,0,94,8.16907,9.78493,0,0,1
0,39,14,0,33,1.440153,2.420847,0,0,0
0,40,14,0,36,0.650808,4.065192,0,0,1
0,75,19,1,11,0.288684,0.305316,0,1,0
0,57,12,0,44,0.3454,0.7546,0,0,1
0,34,17,0,29,0.012296,0.016704,0,0,1
0,37,15,0,53,0.142464,0.281536,1,1,1
0,43,8,0,86,0.257054,3.956946,0,0,1
1,28,13,0,45,0.3564,1.6236,0,0,1
0,31,12,0,32,0.217728,0.358272,0,0,0
1,64,8,1,10,0.41422,1.07578,0,0,1
0,74,10,0,36,1.069704,1.918296,0,0,1
0,73,12,1,39,3.456024,2.471976,0,1,1
0,74,17,0,51,1.295604,6.150396,0,1,0
1,40,17,0,63,0.910224,4.381776,1,1,1
0,64,9,0,46,0.276276,6.301724,0,0,1
0,73,12,0,72,2.64708,4.19292,0,0,1
0,55,13,0,48,0.780528,4.067472,1,0,1
0,33,15,0,32,0.495456,0.752544,0,0,1
1,68,15,1,10,0.11622,0.27378,0,1,1
1,55,10,0,31,0.806806,2.014194,0,1,0
1,24,18,0,23,0.983411,2.305589,1,0,1
1,31,15,0,215,19.7843,26.2257,1,0,1
1,32,20,0,38,0.994308,2.729692,1,1,1
1,47,17,0,44,0.926156,0.437844,0,1,1
1,42,15,0,38,0.6289,1.2711,0,1,1
1,32,14,0,33,0.176088,2.859912,0,0,1
1,49,18,0,145,5.832335,4.752665,0,0,1
1,43,15,0,60,0.32292,3.81708,0,1,1
1,20,14,0,23,4.487967,2.343033,1,1,1
1,79,15,1,9,0.1665,0.7335,0,1,1
1,70,23,0,58,2.391688,1.146312,0,1,1
1,75,16,1,14,0.25704,0.93296,0,1,1
0,18,13,0,16,0.657536,0.750464,1,0,0
1,42,16,0,100,0.8601,3.8399,0,0,1
1,19,14,0,16,1.163712,0.948288,1,0,0
0,18,13,0,17,1.214752,0.689248,1,0,1
1,35,17,0,36,1.434672,4.397328,0,1,1
0,28,12,0,45,1.11132,12.11868,1,1,1
1,24,14,0,17,0.3434,1.3566,0,1,1
1,41,15,0,54,0.801414,1.952586,0,0,0
1,43,16,0,102,1.144236,6.097764,0,1,1
1,34,16,0,53,4.572787,8.094213,0,1,1
1,18,13,0,20,2.2008,3.0392,1,0,1
1,48,15,0,24,0.611424,0.972576,0,1,1
1,39,17,0,69,6.429489,7.163511,1,0,0
1,30,10,0,37,0.524475,0.770525,1,0,0
0,27,21,0,53,0.829556,0.548444,1,1,1
1,35,12,0,21,1.893192,3.062808,0,1,0
1,33,12,0,34,1.745016,1.110984,0,1,1
1,42,13,0,76,4.167384,4.496616,0,1,1
1,51,13,0,84,2.623824,8.884176,0,1,1
0,18,13,0,24,1.517568,0.978432,1,0,0
0,75,12,1,16,0.08544,0.23456,0,0,0
0,62,19,0,30,1.5888,3.2112,0,0,0
0,37,18,0,48,0.476928,1.251072,0,0,0
1,52,18,0,104,1.176136,3.295864,0,1,1
1,64,6,0,62,3.350046,10.103954,1,0,0
0,26,21,0,34,4.408032,3.037968,1,0,1
0,22,16,0,23,0.555634,1.606366,1,0,1
1,56,17,0,129,0.042312,0.473688,0,0,0
1,73,14,1,12,0.264708,0.419292,0,0,0
0,44,16,0,32,1.0176,0.9024,0,0,1
0,67,12,0,47,2.88956,2.56244,0,1,0
1,32,18,0,27,1.458,4.617,1,1,1
1,27,11,0,17,1.134903,0.888097,1,1,0
0,20,12,0,21,0.345072,1.313928,1,0,1
1,63,10,1,14,0.251328,1.176672,0,0,1
1,46,16,0,84,0.3654,3.8346,0,0,0
0,32,15,0,19,0.697566,3.311434,1,1,1
1,18,13,0,28,0.886256,3.705744,1,0,1
1,33,18,0,27,0.700488,4.375512,1,1,1
0,68,18,0,53,0.592858,1.209142,0,1,1
0,33,19,0,82,2.536916,2.547084,0,1,1
0,33,17,0,40,0.524,1.476,0,1,1
0,52,10,0,32,1.118688,3.009312,0,1,1
0,19,14,0,13,0.824499,0.306501,1,0,1
1,30,14,0,26,1.042002,0.855998,1,1,1
0,75,16,1,13,0.49725,0.82875,0,1,1
0,35,11,0,17,0.254932,0.136068,1,1,1
0,19,13,0,20,0.21056,2.02944,1,0,0
1,22,17,0,22,0.2772,1.3728,1,1,0
0,62,11,1,17,0.011679,0.039321,0,1,1
0,49,14,0,85,0.3213,0.1887,0,1,1
1,25,11,0,22,0.15939,3.38261,0,1,0
0,53,16,0,35,1.016925,4.198075,0,0,1
1,50,20,0,50,0.0456,0.3544,0,1,1
1,63,14,0,170,17.84286,22.61714,1,0,1
0,45,13,0,42,1.0353,1.4007,0,0,1
1,22,11,0,23,0.811072,0.936928,1,1,1
1,60,17,0,85,1.646875,11.528125,0,0,1
1,44,18,0,57,2.505264,2.168736,1,0,0
0,45,11,0,40,0.8466,1.1934,0,0,1
0,36,17,0,23,0.094116,0.618884,1,1,1
0,62,10,0,42,0.809172,1.584828,0,1,1
0,38,16,0,44,1.26984,1.37016,0,0,1
1,21,16,0,21,0.969612,1.529388,1,1,1
0,25,20,0,49,0.134456,0.551544,1,0,0
1,70,10,0,171,0.30096,14.74704,0,0,1
0,51,10,0,35,0.57365,1.35135,1,1,1
1,59,17,0,46,2.723292,3.854708,0,1,0
1,37,14,0,30,0.95811,2.31189,0,0,1
1,48,16,0,23,1.618234,4.223766,1,0,1
0,35,17,0,53,1.663776,3.424224,0,0,0
0,57,19,0,85,10.14543,19.51957,1,1,1
0,66,16,0,123,8.84616,10.21884,1,1,1
0,18,13,0,29,0.272948,0.481052,1,0,0
1,37,11,0,57,7.318857,5.278143,1,0,1
1,35,8,0,35,0.76447,1.58053,0,1,0
1,72,19,0,25,0.137825,0.787175,1,0,0
1,18,9,0,16,0.373056,1.770944,1,0,0
1,69,21,1,14,0.090846,0.203154,0,1,1
0,31,14,0,68,0.568752,0.587248,0,0,0
1,55,17,0,138,1.475496,12.186504,0,1,1
1,73,15,1,15,0.48081,0.44919,0,0,1
1,28,13,0,77,1.945944,4.291056,0,1,1
1,42,17,0,42,0.64974,8.63226,1,1,1
1,57,17,0,107,9.96491,25.88009,1,0,1
1,44,20,0,66,0.200772,0.393228,0,1,0
0,28,21,0,29,0.815451,1.823549,1,1,1
0,31,14,0,17,0.629918,1.019082,0,0,1
1,70,13,1,17,0.888488,3.837512,0,0,0
1,72,12,0,191,7.744286,10.782714,0,0,1
1,51,11,0,41,1.722,5.453,1,0,1
1,20,15,0,18,0.062496,0.081504,0,0,1
1,58,11,0,125,0.558625,13.066375,0,0,1
0,59,18,0,128,4.397056,10.066944,0,0,0
1,36,19,0,35,0.6048,3.8752,0,1,1
0,37,12,0,37,1.27872,4.64128,0,0,1
1,79,11,1,21,2.046093,2.510907,0,0,1
1,23,14,0,13,0.307008,0.940992,1,1,0
1,26,21,0,40,0.2272,2.9728,0,1,1
0,43,14,0,50,0.8925,5.0575,0,1,1
0,37,10,0,48,6.419952,4.668048,1,0,1
0,70,20,1,12,0.235008,0.916992,0,1,1
0,62,11,0,53,1.74582,3.97818,1,1,0
0,46,17,0,97,1.69653,3.44447,0,0,1
1,65,14,0,70,8.67825,9.59175,1,0,1
1,45,7,0,37,0.232804,1.395196,0,0,0
0,67,18,0,52,0.989976,4.938024,1,1,0
1,64,16,1,24,0.216,0.384,0,0,1
0,56,15,0,51,0.591192,4.100808,0,0,1
0,59,9,0,38,0.563958,1.374042,0,0,0
0,26,17,0,33,1.35432,2.40768,1,0,1
0,41,19,0,87,3.35559,19.78641,1,0,0
1,71,15,0,49,1.338876,2.042124,0,0,1
0,67,9,0,40,0.14632,2.21368,0,0,1
1,68,14,0,313,42.0985,36.1515,1,1,1
1,21,11,0,20,0.11918,1.06082,1,1,1
1,40,16,0,27,0.264384,0.599616,0,0,1
1,54,13,0,136,0.228616,5.347384,0,0,1
1,28,15,0,22,0.73788,0.97812,0,1,0
0,26,16,0,29,0.13195,1.31805,1,1,1
1,23,16,0,35,3.89354,3.21146,1,1,0
1,22,14,0,33,0.406296,1.375704,0,1,1
0,18,13,0,17,0.139519,0.353481,1,0,0
1,51,13,0,76,0.569088,2.166912,0,0,1
0,35,12,0,19,0.345971,2.143029,1,0,1
0,19,14,0,20,1.12924,3.23076,1,0,0
0,20,12,0,14,1.782522,2.823478,1,0,1
0,19,14,0,18,0.49842,0.77958,1,0,1
1,29,14,0,30,0.26883,0.60117,0,0,1
0,36,17,0,52,8.152248,8.383752,1,1,1
